schemaVersion,recordType,source.name,source.url,content.title,content.description,content.publishedAt,content.topic,collectedAt
1.0,NEWS,facebook.com,https://news.google.com/rss/articles/CBMi3gFBVV95cUxQSkRldWFjaW12NDBzWHNaOE1seE85QkMzMmJnVFNlOWJuNHRha3prY216RkdmVGtIV0ZZZk13MHVDTzlpMlhvVHo2bmRPMUZPTWttZHMtdjFlZTJianJMM2lBcDNMYkJnZ1E3Qk9rNG1vVWRsV1VCbkFNbDJ6VHczNWZCeU9ROTFNeE9Zd0FaWU1OdUhpSG1KMGIwQ1ZuVDRfTE5XX3FmLUdzS1RfWGJ5a0g0bVdlM1VuMmpFUWpBMnY5b2ZKNHc1dmdWTFFOSVgzVWNrb0FRRkxkT2lSNFE?oc=5,"Kakuzi Plc Managing Director (MD), Mr Chris Flowers (left), presents President William Ruto with a gift hamper as Murang’a Governor (right) looks on during a past event. Kakuzi Plc has stepped up its adoption of agricultural technology (Ag-Tech), including arti - facebook.com","<a href=""https://news.google.com/rss/articles/CBMi3gFBVV95cUxQSkRldWFjaW12NDBzWHNaOE1seE85QkMzMmJnVFNlOWJuNHRha3prY216RkdmVGtIV0ZZZk13MHVDTzlpMlhvVHo2bmRPMUZPTWttZHMtdjFlZTJianJMM2lBcDNMYkJnZ1E3Qk9rNG1vVWRsV1VCbkFNbDJ6VHczNWZCeU9ROTFNeE9Zd0FaWU1OdUhpSG1KMGIwQ1ZuVDRfTE5XX3FmLUdzS1RfWGJ5a0g0bVdlM1VuMmpFUWpBMnY5b2ZKNHc1dmdWTFFOSVgzVWNrb0FRRkxkT2lSNFE?oc=5"" target=""_blank"">Kakuzi Plc Managing Director (MD), Mr Chris Flowers (left), presents President William Ruto with a gift hamper as Murang’a Governor (right) looks on during a past event. Kakuzi Plc has stepped up its adoption of agricultural technology (Ag-Tech), including arti</a>&nbsp;&nbsp;<font color=""#6f6f6f"">facebook.com</font>",2026-08-15T14:43:13+00:00,machine learning,2026-08-16T05:40:48.331011+00:00
1.0,NEWS,The Press Democrat,https://news.google.com/rss/articles/CBMikgFBVV95cUxNTU95Tk5fMHVMdXhhTThyUl9mTGowTmNoUEdnSmFxSDBjQkRvSFZEb1RMODZPWmI1T1JzUXV1dkVjLWM2Qlppdm9ZMkNJZDdfc043TU13WERLQ0h0UjEtdlhLMTVoaERiR3FjYjVsSUh3WnU2SGp2TjRwWDVjeFd2SGdCcGRVY3RLR1FSc2RRUHV3Zw?oc=5,Deep cuts to special education programs mark new era at Santa Rosa City Schools - The Press Democrat,"<a href=""https://news.google.com/rss/articles/CBMikgFBVV95cUxNTU95Tk5fMHVMdXhhTThyUl9mTGowTmNoUEdnSmFxSDBjQkRvSFZEb1RMODZPWmI1T1JzUXV1dkVjLWM2Qlppdm9ZMkNJZDdfc043TU13WERLQ0h0UjEtdlhLMTVoaERiR3FjYjVsSUh3WnU2SGp2TjRwWDVjeFd2SGdCcGRVY3RLR1FSc2RRUHV3Zw?oc=5"" target=""_blank"">Deep cuts to special education programs mark new era at Santa Rosa City Schools</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Press Democrat</font>",2026-08-15T14:34:31+00:00,deep learning,2026-08-16T05:40:52.690617+00:00
1.0,NEWS,simplywall.st,https://news.google.com/rss/articles/CBMi1wFBVV95cUxPdlVoZFV5QU1XR2ppemN6UU82cjZBWklKOE5kZXNEb2NCanliTGE1NDFDR3hEVElKQVJxVXFKSElKdHdpX3RDNDBHdnVCcmRCZEI2c1FRMlhUY0QwdnNXNWN0V19tTmRwdTJVdWNBTkxLcnM4QTVIck1pdUk0Y3BKUmFIa0t5dHV6Mm16aEN3UlVFaWQwVGRFTm9KRXYwR0l6dmtqSW1JNjM4VlNTaERNZnIzbkJJYVRialZpekpkTzN2T19aQmp5TnE5LUZ0bFFpdWxkVm04WdIB3AFBVV95cUxPT1ZUbk5xYkp4OVZYU00xeVIweGhiQTBndExNUVpXYnNmSWkzaFY2aGlQRWtzNFN3SGtZRmtldVAzY3ZYSlE1SXlGZ0llbFoyUUQ4N3oza1I0VjNCeUZpX1lIWl9Yc0t6MGNlVVo0eW13akdFTkNjdFdjSTVXSjQ3MTdtWHh2MlhKT1lZUzMxa1h1amJRVGdCSEZ3T3pCUWZyVXdlMDJQc091ZW5rZW80aFZjNkZIaWdGdDFwYnZpSzhrcUwtNHBwUC1jQ3N1VmhrbEpUU3ZfQWltUWdU?oc=5,Is Micron Technology (MU) A Bargain On Its $250 Million AI Fund Launch? - simplywall.st,"<a href=""https://news.google.com/rss/articles/CBMi1wFBVV95cUxPdlVoZFV5QU1XR2ppemN6UU82cjZBWklKOE5kZXNEb2NCanliTGE1NDFDR3hEVElKQVJxVXFKSElKdHdpX3RDNDBHdnVCcmRCZEI2c1FRMlhUY0QwdnNXNWN0V19tTmRwdTJVdWNBTkxLcnM4QTVIck1pdUk0Y3BKUmFIa0t5dHV6Mm16aEN3UlVFaWQwVGRFTm9KRXYwR0l6dmtqSW1JNjM4VlNTaERNZnIzbkJJYVRialZpekpkTzN2T19aQmp5TnE5LUZ0bFFpdWxkVm04WdIB3AFBVV95cUxPT1ZUbk5xYkp4OVZYU00xeVIweGhiQTBndExNUVpXYnNmSWkzaFY2aGlQRWtzNFN3SGtZRmtldVAzY3ZYSlE1SXlGZ0llbFoyUUQ4N3oza1I0VjNCeUZpX1lIWl9Yc0t6MGNlVVo0eW13akdFTkNjdFdjSTVXSjQ3MTdtWHh2MlhKT1lZUzMxa1h1amJRVGdCSEZ3T3pCUWZyVXdlMDJQc091ZW5rZW80aFZjNkZIaWdGdDFwYnZpSzhrcUwtNHBwUC1jQ3N1VmhrbEpUU3ZfQWltUWdU?oc=5"" target=""_blank"">Is Micron Technology (MU) A Bargain On Its $250 Million AI Fund Launch?</a>&nbsp;&nbsp;<font color=""#6f6f6f"">simplywall.st</font>",2026-08-15T14:30:00+00:00,AI technology,2026-08-16T05:40:47.102453+00:00
1.0,NEWS,spilled.gg,https://news.google.com/rss/articles/CBMiggFBVV95cUxQZ2R3dl9RYlp5QndJajdOU2VhM1NfeDlfNXpsS3BYdERmQXRwX1h3M0IwNGNIZ0UwaWMzNnhGZm5nNlA1dDVNLW1IcXdoOVl4dFJNLUhxRkE0RVBDWllsaXVOQ3dNR0N2MUJqcl95S2hrQjg2TmNZTW40clVRamI4TndB?oc=5,Rideshare Stimulator confirms AI voices and AI music in new Steam disclosure - spilled.gg,"<a href=""https://news.google.com/rss/articles/CBMiggFBVV95cUxQZ2R3dl9RYlp5QndJajdOU2VhM1NfeDlfNXpsS3BYdERmQXRwX1h3M0IwNGNIZ0UwaWMzNnhGZm5nNlA1dDVNLW1IcXdoOVl4dFJNLUhxRkE0RVBDWllsaXVOQ3dNR0N2MUJqcl95S2hrQjg2TmNZTW40clVRamI4TndB?oc=5"" target=""_blank"">Rideshare Stimulator confirms AI voices and AI music in new Steam disclosure</a>&nbsp;&nbsp;<font color=""#6f6f6f"">spilled.gg</font>",2026-08-15T14:26:37+00:00,generative AI,2026-08-16T05:40:49.265718+00:00
1.0,NEWS,news.cgtn.com,https://news.google.com/rss/articles/CBMizAFBVV95cUxQSmlQYTVoY0t0ekJQSE41a0hUSVBxRVRBXzU5TjFMblVLZGhSd3hvUGFhZ3ZOaXFEdnNwVUcwWWJkRGxiZ05ONzk0WE5ybXo0S2ZGVTZlQUJiSzFDTkxmdmc1VUhHOWhXQnh3Zk1uRlJRWWhsODBBSkJtLUFSVDBIb2tLWGpwd01mTEJVcjBYSVJEYWhkQllCb1lITXBPbmQ2bWZ2TkY2WnU2Z1FZU2dtbEloQkVjR3pjWU1TRlZIMlMwaTVFV0hvdnFtX2Q?oc=5,Fields Medalist: AI won't kill math but change mathematical research - news.cgtn.com,"<a href=""https://news.google.com/rss/articles/CBMizAFBVV95cUxQSmlQYTVoY0t0ekJQSE41a0hUSVBxRVRBXzU5TjFMblVLZGhSd3hvUGFhZ3ZOaXFEdnNwVUcwWWJkRGxiZ05ONzk0WE5ybXo0S2ZGVTZlQUJiSzFDTkxmdmc1VUhHOWhXQnh3Zk1uRlJRWWhsODBBSkJtLUFSVDBIb2tLWGpwd01mTEJVcjBYSVJEYWhkQllCb1lITXBPbmQ2bWZ2TkY2WnU2Z1FZU2dtbEloQkVjR3pjWU1TRlZIMlMwaTVFV0hvdnFtX2Q?oc=5"" target=""_blank"">Fields Medalist: AI won't kill math but change mathematical research</a>&nbsp;&nbsp;<font color=""#6f6f6f"">news.cgtn.com</font>",2026-08-15T14:24:49+00:00,artificial intelligence,2026-08-16T05:40:45.794730+00:00
1.0,NEWS,news.cgtn.com,https://news.google.com/rss/articles/CBMiwgFBVV95cUxOQzNIMVRzcGUxRUV4dnAxRjZ1eDRRN1BmRkVTTGl2WVNJejRDTVNydnpXTXF0VlhmTnBEQjlEMnFLekNTSzEtQk50SzhmbEdNTUw5VWpJRWpaRjlYSzZueUl3aGFqanpWV0tUeWlaakFfNUptX1Z0ZTdtamNfYy15TWhuYUpkQWkwaDljVVlaeHBReHV5RGIyU1BhWTFuX3paWlcyU3Y0MldSWnFnRkpOM0Nxd3FMR1FSZGZLRDRpVFpCUQ?oc=5,Fields Medalist: AI won't kill math but change mathematical research - news.cgtn.com,"<a href=""https://news.google.com/rss/articles/CBMiwgFBVV95cUxOQzNIMVRzcGUxRUV4dnAxRjZ1eDRRN1BmRkVTTGl2WVNJejRDTVNydnpXTXF0VlhmTnBEQjlEMnFLekNTSzEtQk50SzhmbEdNTUw5VWpJRWpaRjlYSzZueUl3aGFqanpWV0tUeWlaakFfNUptX1Z0ZTdtamNfYy15TWhuYUpkQWkwaDljVVlaeHBReHV5RGIyU1BhWTFuX3paWlcyU3Y0MldSWnFnRkpOM0Nxd3FMR1FSZGZLRDRpVFpCUQ?oc=5"" target=""_blank"">Fields Medalist: AI won't kill math but change mathematical research</a>&nbsp;&nbsp;<font color=""#6f6f6f"">news.cgtn.com</font>",2026-08-15T14:24:49+00:00,AI research,2026-08-16T05:40:51.591429+00:00
1.0,NEWS,trendhunter.com,https://news.google.com/rss/articles/CBMiYEFVX3lxTE1RcVZkTXI4ZUJaQ3IwMjBHZlRsZkZnb0FKUmdqaFd4LW9LQTk1c0U5OXkwNF9sdGo5WlN0NXZ1YTVuS3VtWWluWW1LT254NHVzelpPNExBV05oa2hvRnJoadIBYEFVX3lxTE1RcVZkTXI4ZUJaQ3IwMjBHZlRsZkZnb0FKUmdqaFd4LW9LQTk1c0U5OXkwNF9sdGo5WlN0NXZ1YTVuS3VtWWluWW1LT254NHVzelpPNExBV05oa2hvRnJoaQ?oc=5,Startup Idea Finders - trendhunter.com,"<a href=""https://news.google.com/rss/articles/CBMiYEFVX3lxTE1RcVZkTXI4ZUJaQ3IwMjBHZlRsZkZnb0FKUmdqaFd4LW9LQTk1c0U5OXkwNF9sdGo5WlN0NXZ1YTVuS3VtWWluWW1LT254NHVzelpPNExBV05oa2hvRnJoadIBYEFVX3lxTE1RcVZkTXI4ZUJaQ3IwMjBHZlRsZkZnb0FKUmdqaFd4LW9LQTk1c0U5OXkwNF9sdGo5WlN0NXZ1YTVuS3VtWWluWW1LT254NHVzelpPNExBV05oa2hvRnJoaQ?oc=5"" target=""_blank"">Startup Idea Finders</a>&nbsp;&nbsp;<font color=""#6f6f6f"">trendhunter.com</font>",2026-08-15T14:24:40+00:00,AI startup,2026-08-16T05:40:50.385426+00:00
1.0,NEWS,www1.ru,https://news.google.com/rss/articles/CBMixwFBVV95cUxNWFd6d2tqc0dsSUQ5MEI4c2dzQTl3bTVqTTVxQlEyWExlZFFjcFE0WW9LU2llaFdtQ2YyY053SHBWS2hIdjZtUEZjQXRaTTlobjd1OEF1NFFab0VfWlJVUm16ZV9rVXBNc3BjWjZpWWVxanh0bVZfZXBaR00wNlZRRE1CbXQ4TkhoVFZLWlZLbmYyOENidlpOLTB2VzFIdXFlcTlETHZnUlpkVUNNY3FibkR2aUMteFZiNnlRLTVHVjEzWUY1RVBR0gHMAUFVX3lxTFBrbGlKUWZLOHdTYmxvV2hOLTlZOUFsa3c2TjQ0MlB0QUxfQl9tb3RHdHNKR1Rpc0VXcVVMUVQyQVl4dGpfMWNLYWQxYnU1UHY1R1JuYTlidm1XTjhkME12bHV6UUlCMWo3ZzRiSzUxa19aZmdDRzM5TkhZMUZHb05RdjlrQ1JlQVExV2FuZzJmdjJ3Mm5qWmpCQ1B4YzR0YUlsMmRZdDFJMEoySlhkRjA5RDJnZFFXdFgwWncxcU5oNEdFVmRXMGhFZmhHUA?oc=5,Rosatom plant to receive AI systems to protect workers from injuries and overwork - www1.ru,"<a href=""https://news.google.com/rss/articles/CBMixwFBVV95cUxNWFd6d2tqc0dsSUQ5MEI4c2dzQTl3bTVqTTVxQlEyWExlZFFjcFE0WW9LU2llaFdtQ2YyY053SHBWS2hIdjZtUEZjQXRaTTlobjd1OEF1NFFab0VfWlJVUm16ZV9rVXBNc3BjWjZpWWVxanh0bVZfZXBaR00wNlZRRE1CbXQ4TkhoVFZLWlZLbmYyOENidlpOLTB2VzFIdXFlcTlETHZnUlpkVUNNY3FibkR2aUMteFZiNnlRLTVHVjEzWUY1RVBR0gHMAUFVX3lxTFBrbGlKUWZLOHdTYmxvV2hOLTlZOUFsa3c2TjQ0MlB0QUxfQl9tb3RHdHNKR1Rpc0VXcVVMUVQyQVl4dGpfMWNLYWQxYnU1UHY1R1JuYTlidm1XTjhkME12bHV6UUlCMWo3ZzRiSzUxa19aZmdDRzM5TkhZMUZHb05RdjlrQ1JlQVExV2FuZzJmdjJ3Mm5qWmpCQ1B4YzR0YUlsMmRZdDFJMEoySlhkRjA5RDJnZFFXdFgwWncxcU5oNEdFVmRXMGhFZmhHUA?oc=5"" target=""_blank"">Rosatom plant to receive AI systems to protect workers from injuries and overwork</a>&nbsp;&nbsp;<font color=""#6f6f6f"">www1.ru</font>",2026-08-15T14:23:20+00:00,computer vision,2026-08-16T05:40:53.903551+00:00
1.0,NEWS,Frontier India,https://news.google.com/rss/articles/CBMiowFBVV95cUxQMGNzV2FZTFpUcnZSNWdLS3l6ZFN3X2J3RzQzRVpiODVkMURXc24zQUhEX0VfTl8tY0dJdkxubWtoNVhEbUhBWVNKa3RoVDBmcGtDR0pQcTBZMU0zQ0g3c204Zk95enNnSnpPamtJblJRV0JpaXB2Q09lXzdPbjYzb2R1cHBBazVtZHRINkl1czlQMDNRRFp2NmRvMS1WSXU0b1Jr?oc=5,The Megahertz Race Is Over: Russia Develops a New Path for Faster Computing - Frontier India,"<a href=""https://news.google.com/rss/articles/CBMiowFBVV95cUxQMGNzV2FZTFpUcnZSNWdLS3l6ZFN3X2J3RzQzRVpiODVkMURXc24zQUhEX0VfTl8tY0dJdkxubWtoNVhEbUhBWVNKa3RoVDBmcGtDR0pQcTBZMU0zQ0g3c204Zk95enNnSnpPamtJblJRV0JpaXB2Q09lXzdPbjYzb2R1cHBBazVtZHRINkl1czlQMDNRRFp2NmRvMS1WSXU0b1Jr?oc=5"" target=""_blank"">The Megahertz Race Is Over: Russia Develops a New Path for Faster Computing</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Frontier India</font>",2026-08-15T14:22:00+00:00,computer vision,2026-08-16T05:40:53.903736+00:00
1.0,NEWS,Pluang,https://news.google.com/rss/articles/CBMihwFBVV95cUxOamFyejdpdnF5b0FhN01NejczLVJ6SFlWQjFQM3hqRVFPTTcwbjZySWh3UTJIYjRTdENsTXg0NUVvMlFxTUgtNmlsOGIwZTZFT1lLclJkRjh4TG1YVEJDSEdWYWZ4WUVDQWZLN1lkWHpjdnhlUjJJcExNOXlrVGhJb0h3aWFDMkU?oc=5,Nvidia's $21B SpaceX stake ties chip sales to A... - Pluang,"<a href=""https://news.google.com/rss/articles/CBMihwFBVV95cUxOamFyejdpdnF5b0FhN01NejczLVJ6SFlWQjFQM3hqRVFPTTcwbjZySWh3UTJIYjRTdENsTXg0NUVvMlFxTUgtNmlsOGIwZTZFT1lLclJkRjh4TG1YVEJDSEdWYWZ4WUVDQWZLN1lkWHpjdnhlUjJJcExNOXlrVGhJb0h3aWFDMkU?oc=5"" target=""_blank"">Nvidia's $21B SpaceX stake ties chip sales to A...</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Pluang</font>",2026-08-15T14:21:41+00:00,AI startup,2026-08-16T05:40:50.385709+00:00
1.0,NEWS,Pulse 2.0,https://news.google.com/rss/articles/CBMiuwFBVV95cUxQN0RISV85a0szbWZGOEpmNUE3aUJCYVFFWXJQb3dySElCSjVlZmExcGlzUGE2blJaYUFZMmRfQ3ZldlNqdDRWUU1ULUcyTjk0LWxncEFyNEQyLVdPTzZVbkh2OEdmdHgxaDVWelNtTENRZU1wSjg0Z0FaT0tyREJmbklDV3JHVEFkbGdZQ3RNXzdPRlhjYUx6eEZVOFdVVGhobUo0MHAwR3RCc1VlYnhVb2FEdEN2TWlGVEZr0gHAAUFVX3lxTFB5N1FrUm9QT05EcTFmOWlFQWFscVNiXzhGc3FSVHB3bTIxUlZ1UFM1ekRuX0FCNVNyU1BpOG9DT1dVTWt6UVNHQWZRY2p4bkVWajZtalRhOHZDd0dnZks4NS1VbkxkYkRhWG9HUFBYUlFUWmU0LWxRczBkX0FxbE5Tdnk1UWtIM1M2V05GSkE3OHM4VXd1Z1Z6YWNjZ0F2cXpRMS1OWE4tUXNxRFlvVWt1SXoxc2RqMXFjQng5M3dmNg?oc=5,St. Joseph Acquires Fastbase AI And Plans Corporate Rebrand Around 350 Million-Company Data Platform - Pulse 2.0,"<a href=""https://news.google.com/rss/articles/CBMiuwFBVV95cUxQN0RISV85a0szbWZGOEpmNUE3aUJCYVFFWXJQb3dySElCSjVlZmExcGlzUGE2blJaYUFZMmRfQ3ZldlNqdDRWUU1ULUcyTjk0LWxncEFyNEQyLVdPTzZVbkh2OEdmdHgxaDVWelNtTENRZU1wSjg0Z0FaT0tyREJmbklDV3JHVEFkbGdZQ3RNXzdPRlhjYUx6eEZVOFdVVGhobUo0MHAwR3RCc1VlYnhVb2FEdEN2TWlGVEZr0gHAAUFVX3lxTFB5N1FrUm9QT05EcTFmOWlFQWFscVNiXzhGc3FSVHB3bTIxUlZ1UFM1ekRuX0FCNVNyU1BpOG9DT1dVTWt6UVNHQWZRY2p4bkVWajZtalRhOHZDd0dnZks4NS1VbkxkYkRhWG9HUFBYUlFUWmU0LWxRczBkX0FxbE5Tdnk1UWtIM1M2V05GSkE3OHM4VXd1Z1Z6YWNjZ0F2cXpRMS1OWE4tUXNxRFlvVWt1SXoxc2RqMXFjQng5M3dmNg?oc=5"" target=""_blank"">St. Joseph Acquires Fastbase AI And Plans Corporate Rebrand Around 350 Million-Company Data Platform</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Pulse 2.0</font>",2026-08-15T14:18:29+00:00,artificial intelligence,2026-08-16T05:40:45.794649+00:00
1.0,NEWS,CBC,https://news.google.com/rss/articles/CBMiiAFBVV95cUxNOFk4bTNCV1BQbVhKMGcycEJXRlphSXZQLVE4RmlaMm9FeGNFZ3NHMEoxdEdGak8ydEFYTUpSUUNZV3FjSkJmemRGOEs0ZUY3aS1YT2tGOGw1UDczczlyOEJuT0VBNFFZNGtFUy11M0JZRm1uREsyX0FER3cyNXU5RndxNVlCN0Mt?oc=5,How AI is bringing the dead back to life — for better or worse - CBC,"<a href=""https://news.google.com/rss/articles/CBMiiAFBVV95cUxNOFk4bTNCV1BQbVhKMGcycEJXRlphSXZQLVE4RmlaMm9FeGNFZ3NHMEoxdEdGak8ydEFYTUpSUUNZV3FjSkJmemRGOEs0ZUY3aS1YT2tGOGw1UDczczlyOEJuT0VBNFFZNGtFUy11M0JZRm1uREsyX0FER3cyNXU5RndxNVlCN0Mt?oc=5"" target=""_blank"">How AI is bringing the dead back to life — for better or worse</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CBC</font>",2026-08-15T14:16:01+00:00,generative AI,2026-08-16T05:40:49.264531+00:00
1.0,NEWS,MarketScale,https://news.google.com/rss/articles/CBMi8wFBVV95cUxNb1RaZmp0eGJBdmt6b3dzNnJ5VV9NeEN2Y2tXV19sNllPRUFBYVBfdFJHek1nWEJtTGdhUC1VNG9VYnBDLWZUdk1KY1pTdUdrSVlDeUNoelhmdWxteUdweVhWN0RSN2ZNdUw5aFV1dDM4TzVSSlF1VlFEXzlmRWFPVnFuRk1ZWXNvclNyTzBXY1ZpYnB3Y2s0bWwxcXAtTGRicGp0cU5pN25YYmlsUjdIVUwyaHl5dkp0eUJhc1hpRFllOWM5c0JCZGtrQVVfeXRwWWIxTjV1OVJFSXZBX2M5SkJhaW9KdU5aNHFES0lqUnJVYzA?oc=5,Nvidia bets $3 billion on power infrastructure as AI's energy crunch reshapes enterprise procurement - MarketScale,"<a href=""https://news.google.com/rss/articles/CBMi8wFBVV95cUxNb1RaZmp0eGJBdmt6b3dzNnJ5VV9NeEN2Y2tXV19sNllPRUFBYVBfdFJHek1nWEJtTGdhUC1VNG9VYnBDLWZUdk1KY1pTdUdrSVlDeUNoelhmdWxteUdweVhWN0RSN2ZNdUw5aFV1dDM4TzVSSlF1VlFEXzlmRWFPVnFuRk1ZWXNvclNyTzBXY1ZpYnB3Y2s0bWwxcXAtTGRicGp0cU5pN25YYmlsUjdIVUwyaHl5dkp0eUJhc1hpRFllOWM5c0JCZGtrQVVfeXRwWWIxTjV1OVJFSXZBX2M5SkJhaW9KdU5aNHFES0lqUnJVYzA?oc=5"" target=""_blank"">Nvidia bets $3 billion on power infrastructure as AI's energy crunch reshapes enterprise procurement</a>&nbsp;&nbsp;<font color=""#6f6f6f"">MarketScale</font>",2026-08-15T14:13:11+00:00,AI technology,2026-08-16T05:40:47.101518+00:00
1.0,NEWS,INDIA New England News,https://news.google.com/rss/articles/CBMiywFBVV95cUxQSEpLeDZzenF1Sk5aV2VsNkYydlBjblpLaFhScFctQUdnZGxmLWxFSEtaT1ctOFpnaWRMTkVTQ2FrOGNfcjBCT1JWTk1KX3ptTjJpS1JRc3Back9RUnUya25rT1BxM1pNZ1ZSTWRDY2dWNTVrSUtoS2pvcDczRlJCcG1PbUE5WGxEUEU1ZlhQRVJXVE9tS2h4YldVY2dPU0I3dmNmTkp4WDBuYXh5SjJhTkRGX0xKeDVaWG1jQVlCOWNqbzJFeWJxM2NOMA?oc=5,The AI Revolution-3: MIT Sloan's Rama Ramakrishnan on How AI Is Transforming Research and Drug Discovery - INDIA New England News,"<a href=""https://news.google.com/rss/articles/CBMiywFBVV95cUxQSEpLeDZzenF1Sk5aV2VsNkYydlBjblpLaFhScFctQUdnZGxmLWxFSEtaT1ctOFpnaWRMTkVTQ2FrOGNfcjBCT1JWTk1KX3ptTjJpS1JRc3Back9RUnUya25rT1BxM1pNZ1ZSTWRDY2dWNTVrSUtoS2pvcDczRlJCcG1PbUE5WGxEUEU1ZlhQRVJXVE9tS2h4YldVY2dPU0I3dmNmTkp4WDBuYXh5SjJhTkRGX0xKeDVaWG1jQVlCOWNqbzJFeWJxM2NOMA?oc=5"" target=""_blank"">The AI Revolution-3: MIT Sloan's Rama Ramakrishnan on How AI Is Transforming Research and Drug Discovery</a>&nbsp;&nbsp;<font color=""#6f6f6f"">INDIA New England News</font>",2026-08-15T14:12:02+00:00,artificial intelligence,2026-08-16T05:40:45.794309+00:00
1.0,NEWS,AI CERTs,https://news.google.com/rss/articles/CBMi6wFBVV95cUxPaDZrcGdzd1dwSDBNME9ESHVJWmk0ZndsN0dsd0VJMUUxak1YcjV2dXBOdEJ0c0RBVk1KRUFCMzhJZEdXNXVFMlViQ096YklqWUgzWEJjVElheWNOZDlwbDVtajZUeGtTYlB5ckpKSDFCangtV1pkSF9rU2d3Z1haYTR3cUhrZnJjQU5GQVBoZXhTQ2NUeTFJc0FsSFlSVzZwTlFEeHNiek1fSUVraFZMaEo5NUtKMDJOLTNfVXZqUnd4aXJuRHhENGk4bFg3SlQtWmllZXZZRnVEeEg0bWJETGlQd1dqQ3pnVUdB?oc=5,Aureka Biotechnologies Raises $100M to Advance AI-Driven Drug Discovery and Why AI Training Matters - AI CERTs,"<a href=""https://news.google.com/rss/articles/CBMi6wFBVV95cUxPaDZrcGdzd1dwSDBNME9ESHVJWmk0ZndsN0dsd0VJMUUxak1YcjV2dXBOdEJ0c0RBVk1KRUFCMzhJZEdXNXVFMlViQ096YklqWUgzWEJjVElheWNOZDlwbDVtajZUeGtTYlB5ckpKSDFCangtV1pkSF9rU2d3Z1haYTR3cUhrZnJjQU5GQVBoZXhTQ2NUeTFJc0FsSFlSVzZwTlFEeHNiek1fSUVraFZMaEo5NUtKMDJOLTNfVXZqUnd4aXJuRHhENGk4bFg3SlQtWmllZXZZRnVEeEg0bWJETGlQd1dqQ3pnVUdB?oc=5"" target=""_blank"">Aureka Biotechnologies Raises $100M to Advance AI-Driven Drug Discovery and Why AI Training Matters</a>&nbsp;&nbsp;<font color=""#6f6f6f"">AI CERTs</font>",2026-08-15T14:09:21+00:00,AI technology,2026-08-16T05:40:47.102495+00:00
1.0,NEWS,TechJuice,https://news.google.com/rss/articles/CBMimgFBVV95cUxPaHpNblItcW84RkJDckl4T0lYT0x4ejc1YjZGV0ZkcXZyN2hXdWc2UEYxWFBHLXNuN2tFb3pvWnc0dGNha3JQOUpvYUw5aVc3MUwtSU0zck93X2czTDM0MUpwMy0xVnczSUZwZEFPTjBQUTBtR1BjYnlFQ3gwTy1PbTBKdDA4MEZ5UklrZHJROGhYUEpaTUF2V3ZR?oc=5,Will the New HEC Generative AI Policy Work in Pakistani Universities? - TechJuice,"<a href=""https://news.google.com/rss/articles/CBMimgFBVV95cUxPaHpNblItcW84RkJDckl4T0lYT0x4ejc1YjZGV0ZkcXZyN2hXdWc2UEYxWFBHLXNuN2tFb3pvWnc0dGNha3JQOUpvYUw5aVc3MUwtSU0zck93X2czTDM0MUpwMy0xVnczSUZwZEFPTjBQUTBtR1BjYnlFQ3gwTy1PbTBKdDA4MEZ5UklrZHJROGhYUEpaTUF2V3ZR?oc=5"" target=""_blank"">Will the New HEC Generative AI Policy Work in Pakistani Universities?</a>&nbsp;&nbsp;<font color=""#6f6f6f"">TechJuice</font>",2026-08-15T14:07:01+00:00,generative AI,2026-08-16T05:40:49.265689+00:00
1.0,NEWS,The Brighter Side of News,https://news.google.com/rss/articles/CBMisAFBVV95cUxQNTVxd29JSF9FdXdFWHNsMXBOMzVBU0Y3a2ZvbVhPVTJubm44ZTJtTEt0d25GNm5jTVBYamJSZWtXMlpkYnZCbGZNaEUtVjZ0VXgwLUY4Nm5aMUZ3LTBJakI3bzFGQ0QzMURnV1dFNExidi1jOVh1MmdKV3EteFZJRG1OZ0sxWDNjMmNrNENIQXQtUDJGUmV5RVl3TmVJZXpJWU5kTGR0TmRMdC1ma2EyLQ?oc=5,UCLA engineers build a ‘lying mirror’ that displays a fake reflected image - The Brighter Side of News,"<a href=""https://news.google.com/rss/articles/CBMisAFBVV95cUxQNTVxd29JSF9FdXdFWHNsMXBOMzVBU0Y3a2ZvbVhPVTJubm44ZTJtTEt0d25GNm5jTVBYamJSZWtXMlpkYnZCbGZNaEUtVjZ0VXgwLUY4Nm5aMUZ3LTBJakI3bzFGQ0QzMURnV1dFNExidi1jOVh1MmdKV3EteFZJRG1OZ0sxWDNjMmNrNENIQXQtUDJGUmV5RVl3TmVJZXpJWU5kTGR0TmRMdC1ma2EyLQ?oc=5"" target=""_blank"">UCLA engineers build a ‘lying mirror’ that displays a fake reflected image</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Brighter Side of News</font>",2026-08-15T14:07:00+00:00,machine learning,2026-08-16T05:40:48.330741+00:00
